word,క్రి.రూపం.,meaning,annotation
విధాయి,సం.విణ,విధించువాడు,
విధిఘ్నిడు,సం.విణ,"శాస్త్రవిహితములయిన కర్మములను ఆచరింపనివాడు, ఉల్లంఘించువాడు",
విధిజ్ఞుడు,సం.విణ,శాస్త్రవిహితములయిన కర్మములను నెఱింగినవాడు,
విధిత్సితము,సం.విణ,"చేయనిచ్చగింపబడినది, చేయ నుధ్దేశింపబడినది",
విధిదృష్టము,సం.విణ,"శాస్త్రమున జూడబడినది, శాస్త్రముచే విధింపబడినది",
విధివిహితము,సం.విణ,శాస్త్రమున విధింపబడినది,
విధిహీనము,సం.విణ,"శాస్త్రీయముకానిది, అశాస్త్రీయము",
విధుతము = విధూతము,సం.విణ,,
విధురుడు,సం.విణ,"దుఃఖ పెట్టబడినవాడు, బాధింపబడినవాడు, దుఃఖముగలవాడు, విచారమునకు లోనైనవాడు 2.విరహతాపముగలవాడు ౩.శూన్యుడు, లేనివాడు 4.ద్వేషముగలవాడు, పగగలవాడు ",
విధూతకల్మషుడు,సం.విణ,"పోగొట్టబడిన పాపముగలవాడు, పాపము లేనివాడు",
విధూతకేశుడు,సం.విణ,విరియం బోసికొనిన జట్టుగలవాడు,
విధూతనిద్రుడు,సం.విణ,"పోయిన నిద్రగలవాడు, మెలకువ చెందినవాడు",
